arch,encoder,class_weights,n_runs,composite_score,dice_macro_mean,dice_macro_sd,dice_axon_mean,dice_axon_sd,dice_myelin_mean,dice_myelin_sd,dice_bg_mean,dice_bg_sd,iou_macro_mean,iou_macro_sd,iou_axon_mean,iou_axon_sd,iou_myelin_mean,iou_myelin_sd,iou_bg_mean,iou_bg_sd,precision_macro_mean,precision_macro_sd,precision_axon_mean,precision_axon_sd,precision_myelin_mean,precision_myelin_sd,precision_bg_mean,precision_bg_sd,recall_macro_mean,recall_macro_sd,recall_axon_mean,recall_axon_sd,recall_myelin_mean,recall_myelin_sd,recall_bg_mean,recall_bg_sd,hd95_macro_mean,hd95_macro_sd,hd95_myelin_axon_mean,hd95_myelin_axon_sd,hd95_axon_mean,hd95_axon_sd,hd95_myelin_mean,hd95_myelin_sd,hd95_bg_mean,hd95_bg_sd
deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",15,0.738,0.8917,0.0127,0.8165,0.0517,0.722,0.062,0.9351,0.0111,0.8087,0.0199,0.7303,0.0486,0.606,0.0545,0.8806,0.0192,0.8975,0.0103,0.8343,0.0407,0.7664,0.0372,0.9269,0.024,0.8875,0.0176,0.8385,0.0565,0.7353,0.0698,0.9465,0.0167,13.845,4.8368,16.2195,6.2427,17.0076,5.1936,15.4314,7.6663,9.096,2.2197
deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",15,0.7292,0.8909,0.0125,0.8128,0.0571,0.7133,0.0675,0.9348,0.0101,0.8073,0.0194,0.7266,0.0539,0.598,0.0577,0.8803,0.0174,0.8957,0.0105,0.8149,0.0433,0.7692,0.0445,0.9276,0.0223,0.8881,0.0174,0.8538,0.0575,0.7213,0.0695,0.9454,0.0177,14.3717,5.4291,16.9194,7.1915,17.6049,5.9006,16.234,8.9844,9.2764,2.0841
deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",15,0.7205,0.8904,0.0135,0.808,0.0615,0.71,0.0697,0.9351,0.0108,0.8067,0.021,0.7226,0.0576,0.5962,0.0586,0.8808,0.0186,0.8956,0.0102,0.8112,0.0465,0.7736,0.0358,0.9275,0.0207,0.8873,0.0187,0.8527,0.062,0.7156,0.07,0.9459,0.0161,15.0832,6.3614,17.8276,8.2395,18.1858,6.3213,17.4693,10.435,9.5943,2.7484
deeplabv3+,resnet34,"[1.0, 2.0, 1.0]",15,0.7292,0.8911,0.0138,0.8079,0.0566,0.7231,0.0643,0.9334,0.011,0.8075,0.0215,0.721,0.0527,0.6079,0.0574,0.8777,0.019,0.8943,0.0112,0.8405,0.0461,0.7398,0.0367,0.9347,0.0222,0.8891,0.0179,0.8208,0.0597,0.7659,0.0745,0.9353,0.0175,14.6583,5.284,17.1646,6.9068,18.0395,5.9388,16.2896,8.1552,9.6458,2.1433
deeplabv3+,resnet34,"[1.0, 3.0, 1.0]",15,0.7215,0.8894,0.015,0.8037,0.0589,0.7191,0.0723,0.9319,0.011,0.8048,0.0231,0.7162,0.0541,0.6048,0.0622,0.8751,0.019,0.8931,0.0106,0.8495,0.0479,0.726,0.0321,0.937,0.0226,0.8878,0.0213,0.8064,0.0632,0.7775,0.0904,0.9303,0.0196,15.2708,6.52,17.9159,8.5176,18.4923,6.6345,17.3395,10.751,9.9805,2.661
deeplabv3+,resnet34,"[2.0, 1.0, 1.0]",15,0.7281,0.8906,0.0133,0.8127,0.0547,0.7137,0.0662,0.9358,0.0116,0.8071,0.0207,0.7268,0.0511,0.5988,0.0567,0.8819,0.0201,0.8998,0.0094,0.8307,0.0414,0.7782,0.0343,0.9203,0.0237,0.8836,0.018,0.8364,0.0616,0.7127,0.0693,0.9549,0.0133,14.4953,5.9224,17.1014,7.7658,17.7186,6.1132,16.4841,9.7895,9.2831,2.3782
deeplabv3+,resnet34,"[2.0, 1.0, 2.0]",15,0.721,0.8893,0.0144,0.8086,0.0609,0.7029,0.0788,0.9356,0.0117,0.8051,0.0222,0.7232,0.0574,0.589,0.0671,0.8815,0.0202,0.8999,0.0091,0.823,0.0404,0.7873,0.034,0.9188,0.0249,0.8822,0.0206,0.8404,0.0685,0.6959,0.0802,0.9561,0.0143,14.7398,6.4859,17.4194,8.3983,17.466,6.0202,17.3728,11.061,9.3806,2.7997
deeplabv3+,resnet34,"[2.0, 2.0, 1.0]",15,0.7352,0.8914,0.013,0.8101,0.053,0.7232,0.062,0.9352,0.0113,0.8081,0.0203,0.7225,0.0493,0.6081,0.0543,0.8808,0.0195,0.8979,0.0104,0.8438,0.047,0.7546,0.0326,0.9282,0.0248,0.8866,0.0176,0.8201,0.0551,0.7476,0.077,0.9453,0.0166,13.9938,4.8071,16.3852,6.2907,17.2301,5.1034,15.5402,7.7606,9.2111,1.9707
deeplabv3+,resnet34,"[3.0, 1.0, 1.0]",15,0.7258,0.8896,0.0132,0.8078,0.0597,0.7102,0.067,0.9354,0.0117,0.8054,0.0205,0.7217,0.0563,0.5951,0.0577,0.8813,0.0201,0.9007,0.0083,0.8327,0.0426,0.7813,0.0302,0.9172,0.0241,0.881,0.0185,0.8274,0.0653,0.7069,0.0722,0.9575,0.0123,14.4248,5.834,17.0298,7.5713,17.5545,5.8833,16.5052,9.4195,9.2147,2.4705
deeplabv3+,resnet34,"[4.0, 1.0, 1.0]",15,0.7322,0.8888,0.0118,0.8104,0.0508,0.7095,0.0603,0.935,0.0116,0.8042,0.0184,0.7232,0.0473,0.5931,0.0514,0.8806,0.0201,0.9013,0.0094,0.834,0.0443,0.7901,0.0299,0.9139,0.0247,0.8792,0.0156,0.829,0.0537,0.6973,0.0659,0.9603,0.013,13.6511,4.9553,16.1664,6.472,16.9215,5.4014,15.4112,7.7985,8.6206,2.0921
manet,densenet121,"[1.0, 1.0, 1.0]",15,0.7339,0.8999,0.0166,0.8201,0.0675,0.7306,0.0807,0.9391,0.0123,0.8217,0.0264,0.7406,0.0681,0.621,0.0745,0.8877,0.0212,0.9082,0.0125,0.8523,0.0441,0.784,0.0487,0.9304,0.0241,0.8937,0.0223,0.8327,0.0719,0.7476,0.0833,0.9512,0.0178,14.6378,7.2969,17.447,9.1379,18.2174,8.6637,16.6765,9.6397,9.0195,3.6691
manet,densenet121,"[1.0, 1.0, 2.0]",15,0.7276,0.8988,0.0176,0.8199,0.0657,0.7257,0.0852,0.9394,0.0133,0.82,0.028,0.7395,0.0667,0.6177,0.0772,0.8884,0.0228,0.9065,0.0167,0.8351,0.0516,0.7988,0.0529,0.93,0.023,0.8937,0.0223,0.8515,0.071,0.7311,0.0867,0.9524,0.0216,15.3104,9.4282,18.1445,11.5522,18.9419,11.2368,17.3471,11.9267,9.6422,5.3738
manet,densenet121,"[1.0, 1.0, 3.0]",15,0.733,0.8982,0.0158,0.824,0.058,0.7257,0.0762,0.9389,0.0119,0.819,0.025,0.7425,0.0591,0.6148,0.0702,0.8875,0.0207,0.9046,0.0124,0.8321,0.0347,0.7944,0.0472,0.9313,0.0255,0.8941,0.0218,0.8561,0.0659,0.7293,0.0806,0.9501,0.0182,14.6586,7.1363,17.5339,8.932,18.6,8.8242,16.4678,9.0879,8.9081,3.5922
manet,densenet121,"[1.0, 2.0, 1.0]",15,0.7332,0.8999,0.0173,0.8167,0.0704,0.7343,0.0757,0.9376,0.0125,0.8216,0.0277,0.7378,0.0703,0.6254,0.0706,0.8852,0.0216,0.906,0.0146,0.8652,0.0384,0.76,0.0503,0.936,0.0246,0.8957,0.0224,0.8189,0.0717,0.7734,0.0825,0.9426,0.0206,14.7594,8.0328,17.572,9.9289,18.5551,10.1721,16.5889,9.7286,9.1343,4.3027
manet,densenet121,"[1.0, 2.0, 2.0]",15,0.7405,0.9007,0.0152,0.8243,0.0569,0.7335,0.0696,0.9378,0.0119,0.8229,0.0243,0.7448,0.0576,0.6226,0.0665,0.8856,0.0205,0.9043,0.0145,0.8458,0.0389,0.7673,0.0528,0.9381,0.0225,0.8985,0.0186,0.8452,0.0554,0.763,0.0754,0.9409,0.0209,14.2069,5.6582,16.8205,7.0744,17.8567,7.0719,15.7844,7.1087,8.9796,2.8805
manet,densenet121,"[1.0, 3.0, 1.0]",15,0.7295,0.8987,0.0179,0.8151,0.0657,0.7332,0.0771,0.936,0.0128,0.8196,0.0283,0.7357,0.0658,0.6238,0.0732,0.8825,0.0221,0.9046,0.0141,0.8707,0.0406,0.7523,0.0448,0.9375,0.0223,0.8948,0.0227,0.8119,0.0715,0.7813,0.0834,0.9384,0.0213,15.1453,7.0793,17.9829,8.7206,18.8443,8.7052,17.1215,8.7893,9.4702,3.8595
manet,densenet121,"[2.0, 1.0, 1.0]",15,0.7211,0.8978,0.0182,0.8157,0.0719,0.7185,0.088,0.9384,0.0129,0.8186,0.0285,0.7371,0.0719,0.6095,0.081,0.8867,0.0224,0.91,0.0112,0.8506,0.0491,0.7952,0.0504,0.9206,0.0248,0.8884,0.0242,0.8301,0.0755,0.7221,0.0826,0.9602,0.0128,15.6322,8.4533,18.5381,10.2181,19.5023,9.9355,17.5739,10.5116,9.8204,4.9747
manet,densenet121,"[2.0, 1.0, 2.0]",15,0.733,0.8976,0.0165,0.8174,0.0692,0.7219,0.0799,0.9386,0.0128,0.8182,0.0259,0.7377,0.0683,0.6111,0.0728,0.887,0.0222,0.9072,0.0117,0.83,0.0519,0.7975,0.0471,0.9237,0.0261,0.8907,0.0221,0.8506,0.0669,0.7192,0.0762,0.9574,0.0159,14.3107,6.8721,17.0085,8.42,17.8176,7.8822,16.1994,8.9893,8.915,3.8797
manet,densenet121,"[2.0, 2.0, 1.0]",15,0.7197,0.8985,0.0166,0.8107,0.0718,0.7278,0.077,0.9376,0.0119,0.8193,0.0264,0.7312,0.071,0.6185,0.0705,0.8852,0.0205,0.9076,0.012,0.8606,0.0433,0.7754,0.0489,0.9284,0.0259,0.8916,0.0227,0.815,0.0761,0.752,0.0856,0.9504,0.0177,15.9043,8.3906,18.9774,10.4733,20.244,10.724,17.7108,10.2655,9.7581,4.2749
manet,densenet121,"[3.0, 1.0, 1.0]",15,0.7368,0.8986,0.0162,0.8256,0.0599,0.7291,0.0744,0.9388,0.0123,0.8198,0.0257,0.7471,0.0609,0.6197,0.0681,0.8875,0.0211,0.9114,0.012,0.8591,0.0321,0.8109,0.0387,0.9205,0.0252,0.8889,0.0217,0.8324,0.0698,0.7213,0.0804,0.9613,0.015,14.4635,7.405,17.2137,9.2198,18.2995,9.3896,16.1278,9.1216,8.9631,3.8062
manet,densenet121,"[3.0, 1.0, 2.0]",15,0.7312,0.8976,0.0161,0.8197,0.0679,0.7203,0.0832,0.9395,0.0128,0.8183,0.0253,0.7401,0.0681,0.6102,0.0755,0.8886,0.0222,0.9107,0.0098,0.8361,0.0425,0.816,0.0439,0.9197,0.025,0.8884,0.0223,0.8463,0.0738,0.7058,0.0805,0.9633,0.0135,14.4964,7.4762,17.3126,9.3304,18.108,8.7937,16.5171,9.8897,8.8641,3.8237
manet,densenet121,"[3.0, 1.0, 3.0]",15,0.7148,0.8954,0.0161,0.8151,0.0667,0.712,0.083,0.9387,0.013,0.8148,0.0253,0.7358,0.0658,0.6037,0.0722,0.8872,0.0225,0.9093,0.0106,0.8346,0.0335,0.827,0.0413,0.9176,0.0263,0.8861,0.0221,0.8451,0.077,0.6907,0.079,0.9643,0.0129,15.9686,10.0425,19.1305,12.7042,19.9177,12.1145,18.3433,13.3302,9.6448,4.7552
manet,densenet121,"[3.0, 2.0, 1.0]",15,0.7179,0.8975,0.0186,0.8126,0.0769,0.7258,0.0854,0.937,0.0141,0.8179,0.0294,0.7347,0.0729,0.6167,0.0761,0.8844,0.0239,0.909,0.0135,0.8667,0.0409,0.7838,0.0492,0.9241,0.0283,0.8889,0.0254,0.815,0.0832,0.7437,0.0912,0.954,0.0198,16.1744,11.3756,19.229,14.0306,20.3736,14.0499,18.0845,14.0157,10.0652,6.0868
manet,densenet121,"[3.0, 2.0, 2.0]",14,0.7419,0.8994,0.0151,0.8224,0.0598,0.7362,0.0693,0.9388,0.0136,0.8208,0.0241,0.7423,0.0594,0.6256,0.0633,0.8876,0.0231,0.907,0.0133,0.8494,0.0475,0.7914,0.0465,0.9285,0.0207,0.8931,0.0181,0.8388,0.0619,0.7461,0.0667,0.9525,0.0161,13.988,5.9083,16.6476,7.4005,17.8702,6.9544,15.425,7.8861,8.6689,2.9763
manet,densenet121,"[3.0, 3.0, 1.0]",15,0.7192,0.8966,0.0196,0.8087,0.0812,0.7262,0.0869,0.9366,0.0121,0.8164,0.0309,0.7288,0.0788,0.6167,0.0788,0.8835,0.021,0.9074,0.0144,0.872,0.0415,0.7663,0.0461,0.928,0.0241,0.8884,0.0259,0.802,0.0841,0.7566,0.0911,0.9492,0.0196,15.8145,11.0434,18.8702,13.8207,19.8402,13.934,17.9002,13.7289,9.7032,5.524
manet,densenet121,"[4.0, 1.0, 1.0]",15,0.7245,0.8978,0.0168,0.8179,0.0756,0.7216,0.0843,0.9386,0.0133,0.8186,0.0265,0.74,0.0736,0.6118,0.0751,0.8871,0.0229,0.9126,0.0111,0.8527,0.0399,0.8102,0.0422,0.9165,0.0284,0.887,0.0231,0.8321,0.073,0.7149,0.0858,0.9651,0.0148,15.2675,10.4167,18.2981,13.0524,19.2991,13.302,17.2972,12.8297,9.2064,5.1878
manet,densenet169,"[1.0, 1.0, 1.0]",15,0.7329,0.8965,0.025,0.8193,0.0669,0.7301,0.0813,0.936,0.0157,0.8164,0.0391,0.7393,0.068,0.6195,0.0775,0.883,0.026,0.9008,0.0272,0.8428,0.0468,0.7719,0.0577,0.9336,0.026,0.894,0.0254,0.8404,0.066,0.755,0.0807,0.9428,0.0261,14.9571,7.4537,17.5424,8.9675,18.3985,8.706,16.6863,9.2847,9.7865,4.521
manet,densenet169,"[1.0, 1.0, 2.0]",15,0.7278,0.8979,0.0151,0.8161,0.058,0.7242,0.0743,0.9383,0.0113,0.8184,0.0241,0.7356,0.0578,0.6152,0.0672,0.8864,0.0195,0.9056,0.0102,0.8347,0.0378,0.7924,0.0361,0.9298,0.0211,0.8923,0.0218,0.8414,0.0724,0.7294,0.0853,0.9502,0.0173,15.0164,6.7965,17.8516,8.4217,18.8013,8.1222,16.9019,8.7626,9.3461,3.6515
manet,densenet169,"[1.0, 1.0, 3.0]",15,0.7205,0.8973,0.018,0.8144,0.072,0.7203,0.0851,0.9383,0.013,0.8177,0.0284,0.7345,0.0709,0.6106,0.0768,0.8866,0.0224,0.905,0.0128,0.8276,0.0445,0.792,0.0499,0.9287,0.0258,0.8923,0.0248,0.8496,0.0769,0.7249,0.0834,0.9517,0.0176,15.6083,8.3282,18.6648,10.4056,19.5188,9.9699,17.8107,10.8885,9.4954,4.218
manet,densenet169,"[1.0, 2.0, 1.0]",15,0.7283,0.8986,0.0162,0.8164,0.0677,0.7303,0.0765,0.9357,0.0125,0.8194,0.0257,0.7364,0.0661,0.6201,0.0716,0.8821,0.0216,0.9033,0.0144,0.8546,0.0466,0.7558,0.042,0.9381,0.0244,0.8956,0.0206,0.826,0.063,0.7721,0.0811,0.9371,0.0219,15.2322,7.231,18.085,9.0357,18.9663,8.8918,17.2036,9.2225,9.5266,3.6694
manet,densenet169,"[1.0, 2.0, 2.0]",15,0.7356,0.8989,0.0165,0.825,0.0579,0.738,0.0671,0.9364,0.0122,0.82,0.0262,0.7454,0.0581,0.6268,0.0628,0.8832,0.021,0.9033,0.0134,0.8559,0.037,0.7703,0.0403,0.9357,0.0226,0.8959,0.021,0.8352,0.0697,0.764,0.0744,0.9408,0.0203,14.9308,7.5704,17.8047,9.4342,18.8767,9.4816,16.7327,9.4449,9.1829,3.8935
manet,densenet169,"[1.0, 3.0, 1.0]",15,0.7301,0.8977,0.018,0.8145,0.0619,0.7312,0.075,0.9351,0.0122,0.818,0.0286,0.7344,0.0617,0.6212,0.0709,0.8811,0.0209,0.904,0.0126,0.8747,0.0395,0.7427,0.0415,0.9379,0.0228,0.8938,0.0237,0.8048,0.071,0.7866,0.0883,0.9361,0.0192,15.0511,6.5346,17.7677,8.1839,18.7461,8.6046,16.7894,7.8517,9.6179,3.3683
manet,densenet169,"[2.0, 1.0, 1.0]",15,0.7207,0.8972,0.0196,0.8078,0.0888,0.7161,0.0945,0.9381,0.0124,0.8176,0.0309,0.7316,0.086,0.6096,0.0824,0.8861,0.0215,0.9106,0.0122,0.8447,0.0581,0.7937,0.0517,0.9199,0.0257,0.887,0.0268,0.821,0.095,0.7184,0.095,0.9605,0.0159,15.2185,8.4114,18.0948,10.2963,19.0875,10.2802,17.1021,10.3422,9.4659,4.6611
manet,densenet169,"[2.0, 1.0, 2.0]",15,0.726,0.8974,0.0172,0.8139,0.0684,0.7187,0.0805,0.939,0.0122,0.8178,0.0272,0.7344,0.068,0.6092,0.0724,0.8877,0.0211,0.908,0.0119,0.8332,0.041,0.8058,0.0465,0.9241,0.0228,0.8897,0.0225,0.8442,0.0736,0.7122,0.076,0.9576,0.0143,14.9177,7.7149,17.7267,9.3707,18.8294,9.1155,16.6241,9.6565,9.2997,4.4764
manet,densenet169,"[2.0, 2.0, 1.0]",15,0.7336,0.9004,0.0164,0.8183,0.0707,0.7313,0.0806,0.9385,0.0123,0.8224,0.0262,0.7398,0.0708,0.6224,0.0743,0.8869,0.0212,0.91,0.0128,0.8647,0.0397,0.7791,0.0502,0.9275,0.0262,0.8929,0.0217,0.8201,0.072,0.7548,0.084,0.9534,0.0177,14.6993,7.0401,17.443,8.6224,18.3031,8.2894,16.5829,9.0172,9.212,3.9369
manet,densenet169,"[3.0, 1.0, 1.0]",15,0.7216,0.8979,0.0189,0.8127,0.0777,0.7172,0.0917,0.9384,0.0146,0.8187,0.03,0.7363,0.0756,0.61,0.0813,0.8868,0.025,0.912,0.0111,0.8536,0.0416,0.8056,0.0342,0.9191,0.0289,0.8873,0.026,0.8237,0.0839,0.7144,0.0908,0.9619,0.0137,15.3395,8.5478,18.2513,10.4574,18.9367,9.99,17.5659,10.9705,9.5161,4.7712
manet,densenet169,"[3.0, 1.0, 2.0]",15,0.7344,0.8985,0.0158,0.8233,0.06,0.728,0.0712,0.9397,0.0129,0.8196,0.0251,0.7443,0.0598,0.6181,0.0646,0.8891,0.0222,0.9117,0.0095,0.8438,0.0351,0.8206,0.0369,0.9193,0.0254,0.889,0.0218,0.8449,0.0707,0.7122,0.0802,0.9642,0.0128,14.6337,6.9704,17.406,8.5327,18.3825,8.2301,16.4294,8.858,9.0893,3.878
manet,densenet169,"[3.0, 1.0, 3.0]",15,0.7215,0.896,0.0171,0.815,0.0719,0.7137,0.0854,0.9387,0.0137,0.8158,0.0269,0.7347,0.0719,0.6032,0.0775,0.8874,0.0236,0.9093,0.0101,0.8267,0.0461,0.8205,0.0469,0.9179,0.0279,0.8872,0.0233,0.8517,0.0723,0.6946,0.0791,0.964,0.0132,15.2147,8.5272,18.2033,10.6626,19.0285,10.1703,17.378,11.1732,9.2375,4.2983
manet,densenet169,"[3.0, 2.0, 1.0]",15,0.7357,0.9002,0.0163,0.8198,0.0673,0.7323,0.0776,0.9392,0.0113,0.8221,0.026,0.7407,0.0682,0.6228,0.0715,0.8881,0.0195,0.9105,0.0115,0.8643,0.0405,0.7837,0.044,0.9268,0.0228,0.8919,0.022,0.8198,0.0745,0.7476,0.0812,0.9551,0.0148,14.5141,7.0298,17.2503,8.6401,18.333,8.7694,16.1677,8.539,9.0416,3.8698
manet,densenet169,"[3.0, 2.0, 2.0]",15,0.7248,0.9002,0.0153,0.8155,0.0627,0.7238,0.0759,0.9394,0.0118,0.8222,0.0244,0.7373,0.0628,0.6152,0.0702,0.8883,0.0205,0.9101,0.011,0.8446,0.0455,0.7921,0.0476,0.9268,0.0235,0.8925,0.0202,0.8336,0.0669,0.7325,0.074,0.9554,0.0151,15.2861,6.8444,18.2443,8.5256,19.0933,8.2437,17.3953,8.8424,9.3698,3.5624
manet,densenet169,"[3.0, 3.0, 1.0]",15,0.7233,0.8983,0.0185,0.8144,0.0713,0.7298,0.0814,0.9372,0.0134,0.8191,0.0293,0.7357,0.0695,0.6207,0.0752,0.8846,0.0233,0.9084,0.0151,0.874,0.0436,0.7726,0.0485,0.929,0.0286,0.8909,0.0243,0.8081,0.0749,0.7575,0.0908,0.9493,0.0204,15.7121,8.7032,18.7134,10.8005,19.7319,10.9758,17.6948,10.6507,9.7095,4.5494
manet,densenet169,"[4.0, 1.0, 1.0]",15,0.7157,0.8961,0.0163,0.8107,0.0784,0.7127,0.0886,0.9376,0.012,0.8158,0.026,0.7332,0.077,0.6044,0.0765,0.8854,0.0207,0.9125,0.0116,0.8515,0.0446,0.8103,0.0464,0.9141,0.0257,0.884,0.023,0.82,0.086,0.7009,0.0852,0.9658,0.0148,15.8056,8.8278,18.8187,10.7925,19.6736,10.5414,17.9639,11.0702,9.7793,4.9667
manet,efficientnet-b3,"[1.0, 1.0, 1.0]",6,0.7468,0.8948,0.0179,0.8186,0.0737,0.7224,0.0919,0.9357,0.0126,0.8137,0.0279,0.7359,0.0732,0.6089,0.0874,0.8815,0.0224,0.9009,0.016,0.847,0.0439,0.7508,0.0717,0.9282,0.0317,0.891,0.022,0.8315,0.0666,0.7537,0.0908,0.9471,0.0257,12.8944,5.3164,15.0294,6.9145,15.4849,6.7674,14.574,7.0671,8.6242,2.1823
manet,efficientnet-b3,"[1.0, 1.0, 2.0]",5,0.7256,0.8938,0.0201,0.8064,0.0675,0.7054,0.0923,0.937,0.0151,0.8122,0.0312,0.7231,0.0672,0.5944,0.0875,0.8835,0.0267,0.901,0.0162,0.8326,0.0371,0.7491,0.0538,0.9312,0.0392,0.8899,0.0274,0.8334,0.062,0.7383,0.1119,0.9469,0.0275,14.2415,5.8316,16.7551,7.6618,17.0445,7.7663,16.4657,7.6327,9.2143,2.3056
manet,efficientnet-b3,"[1.0, 1.0, 3.0]",6,0.725,0.8973,0.0205,0.8038,0.0655,0.7054,0.0833,0.9395,0.0159,0.818,0.0324,0.7238,0.0657,0.5948,0.0799,0.888,0.0282,0.9024,0.0185,0.817,0.0442,0.7427,0.0655,0.9323,0.0342,0.8944,0.0251,0.8508,0.0618,0.7463,0.0915,0.9506,0.0267,14.3641,4.4632,16.7061,5.9869,16.7968,5.8975,16.6154,6.194,9.68,1.5761
manet,efficientnet-b3,"[1.0, 2.0, 1.0]",7,0.7299,0.8943,0.0213,0.8026,0.058,0.7085,0.072,0.935,0.0167,0.813,0.0337,0.7218,0.0594,0.5982,0.0713,0.8806,0.0291,0.8974,0.0209,0.8305,0.0387,0.7225,0.06,0.9361,0.0277,0.8929,0.0223,0.8338,0.0571,0.7705,0.0699,0.9377,0.0296,14.192,3.8311,16.0682,4.6446,16.4152,4.598,15.7211,4.9335,10.4396,2.543
manet,efficientnet-b3,"[1.0, 2.0, 2.0]",8,0.6906,0.8722,0.0684,0.7744,0.0881,0.6862,0.0884,0.9208,0.0454,0.7828,0.0952,0.69,0.097,0.5743,0.0896,0.8618,0.0634,0.8893,0.0306,0.8252,0.0446,0.7326,0.0599,0.9102,0.0755,0.8659,0.083,0.8033,0.1227,0.7336,0.1226,0.9448,0.0295,16.919,7.507,19.4428,9.1303,20.6806,10.395,18.2049,7.9241,11.8716,4.3661
manet,efficientnet-b3,"[1.0, 3.0, 1.0]",7,0.7278,0.8937,0.0213,0.8064,0.0566,0.7086,0.0749,0.9339,0.0168,0.8121,0.0338,0.7254,0.0578,0.5987,0.0735,0.8788,0.0289,0.8975,0.0219,0.8418,0.0361,0.7216,0.0629,0.936,0.0291,0.8926,0.022,0.8273,0.0585,0.7745,0.079,0.936,0.034,14.5052,4.1631,16.573,5.3644,17.0107,5.7003,16.1353,5.0981,10.3697,1.8725
manet,efficientnet-b3,"[2.0, 1.0, 1.0]",9,0.7389,0.8943,0.0182,0.8132,0.0602,0.7167,0.074,0.9373,0.0134,0.8131,0.0288,0.7317,0.0624,0.6051,0.0711,0.8844,0.0233,0.9004,0.0188,0.8387,0.0435,0.7558,0.0629,0.9289,0.0264,0.89,0.0199,0.8345,0.0576,0.7383,0.0752,0.9489,0.0237,13.6419,5.5275,15.6607,6.8182,16.1248,7.2017,15.1966,6.5093,9.6043,3.0694
manet,efficientnet-b3,"[2.0, 1.0, 2.0]",8,0.7403,0.8956,0.0177,0.8181,0.0604,0.7164,0.0776,0.9395,0.0127,0.8153,0.0277,0.736,0.0631,0.6032,0.0744,0.8879,0.0226,0.9039,0.0159,0.8384,0.0371,0.7697,0.056,0.9261,0.0283,0.8897,0.0212,0.8414,0.0658,0.7251,0.0832,0.9563,0.0209,13.5699,5.6418,15.6821,6.9857,16.3882,7.2534,14.9759,6.7555,9.3456,3.1181
manet,efficientnet-b3,"[2.0, 2.0, 1.0]",9,0.7418,0.8964,0.0191,0.8161,0.0618,0.7238,0.0722,0.9395,0.0133,0.8165,0.0302,0.7337,0.0633,0.6106,0.0702,0.888,0.0235,0.9013,0.0182,0.8497,0.0415,0.744,0.0527,0.9354,0.0277,0.8931,0.0215,0.8252,0.0629,0.7606,0.079,0.947,0.0227,13.7576,5.0627,15.7261,6.3206,16.2961,6.8185,15.156,5.8756,9.8207,2.6404
manet,efficientnet-b3,"[3.0, 1.0, 1.0]",9,0.7378,0.894,0.0171,0.8078,0.0609,0.714,0.0709,0.9372,0.0131,0.8125,0.027,0.7264,0.0625,0.602,0.0674,0.8842,0.0228,0.9024,0.017,0.8359,0.0391,0.7679,0.0543,0.924,0.0268,0.8876,0.0192,0.8292,0.0646,0.7246,0.0715,0.954,0.0218,13.3248,5.2118,15.4262,6.4444,16.4078,7.163,14.4446,5.7787,9.1221,2.983
manet,efficientnet-b3,"[3.0, 1.0, 2.0]",8,0.7309,0.8905,0.0153,0.8083,0.0645,0.7087,0.0766,0.9349,0.0118,0.807,0.0238,0.7246,0.0655,0.5955,0.0715,0.8801,0.0202,0.8989,0.0133,0.8341,0.0382,0.7645,0.0569,0.9218,0.0267,0.8844,0.0193,0.8262,0.0647,0.7157,0.0759,0.9516,0.0203,13.9897,5.7767,16.2113,7.2274,17.0687,7.4973,15.3538,6.9841,9.5465,3.021
manet,efficientnet-b3,"[3.0, 1.0, 3.0]",7,0.7581,0.8976,0.017,0.8267,0.0607,0.7264,0.0777,0.9394,0.0129,0.8186,0.0266,0.7474,0.0613,0.6132,0.0736,0.8879,0.0229,0.9074,0.0154,0.8417,0.0371,0.7898,0.053,0.9219,0.0293,0.8909,0.0204,0.8552,0.0616,0.7256,0.0777,0.9608,0.0206,11.9793,5.0633,13.9349,6.5884,14.7279,7.0563,13.1418,6.2619,8.068,2.0772
manet,efficientnet-b3,"[3.0, 2.0, 1.0]",9,0.7397,0.8964,0.0188,0.8157,0.0592,0.722,0.0726,0.9399,0.0131,0.8165,0.0298,0.733,0.0612,0.6086,0.0701,0.8886,0.0233,0.9033,0.0186,0.8556,0.0393,0.7467,0.06,0.9328,0.0297,0.8917,0.0213,0.8195,0.0654,0.7534,0.0813,0.9503,0.0239,13.8286,5.1908,15.9338,6.4342,16.3169,6.6166,15.5508,6.3317,9.6183,2.8411
manet,efficientnet-b3,"[3.0, 2.0, 2.0]",10,0.742,0.8958,0.0174,0.8191,0.0522,0.7211,0.0686,0.9388,0.0134,0.8154,0.0276,0.737,0.0545,0.6089,0.066,0.887,0.0232,0.901,0.017,0.8451,0.0376,0.7554,0.0487,0.9334,0.0264,0.8922,0.0199,0.8354,0.0543,0.747,0.0762,0.9473,0.0227,13.6811,5.1232,15.7167,6.3611,16.3531,6.8206,15.0803,5.962,9.61,2.8697
