arch,encoder,class_weights,n_runs,composite_score,dice_macro_mean,dice_macro_sd,dice_axon_mean,dice_axon_sd,dice_myelin_mean,dice_myelin_sd,dice_bg_mean,dice_bg_sd,iou_macro_mean,iou_macro_sd,iou_axon_mean,iou_axon_sd,iou_myelin_mean,iou_myelin_sd,iou_bg_mean,iou_bg_sd,precision_macro_mean,precision_macro_sd,precision_axon_mean,precision_axon_sd,precision_myelin_mean,precision_myelin_sd,precision_bg_mean,precision_bg_sd,recall_macro_mean,recall_macro_sd,recall_axon_mean,recall_axon_sd,recall_myelin_mean,recall_myelin_sd,recall_bg_mean,recall_bg_sd,hd95_macro_mean,hd95_macro_sd,hd95_myelin_axon_mean,hd95_myelin_axon_sd,hd95_axon_mean,hd95_axon_sd,hd95_myelin_mean,hd95_myelin_sd,hd95_bg_mean,hd95_bg_sd
unet++,resnet34,"[1.0, 1.0, 2.0]",15,0.7346,0.8961,0.0151,0.8151,0.0666,0.7204,0.0753,0.9368,0.0118,0.8157,0.0239,0.7337,0.0658,0.6073,0.0675,0.8838,0.0204,0.9026,0.0123,0.8253,0.0539,0.7728,0.0465,0.9264,0.0239,0.8914,0.0196,0.8494,0.0597,0.734,0.0766,0.9508,0.0166,14.1234,4.9773,16.5874,6.432,17.2715,5.9977,15.9033,7.0159,9.1956,2.237
unet++,resnet34,"[1.0, 1.0, 3.0]",15,0.7291,0.8957,0.0149,0.815,0.0659,0.7189,0.0759,0.9363,0.0112,0.8151,0.0233,0.734,0.0644,0.6054,0.0675,0.8829,0.0193,0.9014,0.013,0.8217,0.0539,0.7689,0.0496,0.9274,0.0236,0.8919,0.0193,0.854,0.0581,0.7349,0.0714,0.9488,0.0183,14.7039,5.8996,17.3228,7.6539,18.0397,6.8829,16.6059,8.6117,9.4661,2.6076
unet++,resnet34,"[1.0, 2.0, 1.0]",15,0.7343,0.897,0.0148,0.816,0.0616,0.7243,0.0729,0.9369,0.0111,0.8169,0.0234,0.7342,0.0608,0.6118,0.0663,0.8838,0.0192,0.9027,0.0112,0.8391,0.0481,0.7572,0.0477,0.9297,0.0213,0.8926,0.0193,0.8362,0.0658,0.7538,0.0782,0.9472,0.0162,14.4289,4.877,16.8665,6.3158,17.7142,6.1707,16.0189,6.508,9.5538,2.1651
unet++,resnet34,"[1.0, 2.0, 2.0]",15,0.7364,0.8971,0.0153,0.8181,0.0622,0.7246,0.0711,0.9367,0.0119,0.8172,0.0242,0.7365,0.0612,0.6117,0.0647,0.8835,0.0206,0.9024,0.0123,0.8345,0.0504,0.7586,0.0488,0.9299,0.0235,0.8932,0.0197,0.8434,0.0614,0.7515,0.0789,0.9469,0.0177,14.2816,4.7683,16.6745,6.1721,17.4291,6.1114,15.9199,6.2822,9.4959,2.0641
unet++,resnet34,"[1.0, 3.0, 1.0]",15,0.7307,0.8967,0.0154,0.8128,0.0641,0.7271,0.0743,0.936,0.0111,0.8164,0.0242,0.7314,0.0621,0.615,0.0672,0.8823,0.0191,0.9019,0.011,0.8422,0.0447,0.7535,0.0436,0.9325,0.0204,0.8928,0.0205,0.8282,0.0713,0.7623,0.0814,0.9428,0.0183,14.8724,5.6714,17.3971,7.3153,17.8605,6.7403,16.9336,8.075,9.8232,2.5829
unet++,resnet34,"[2.0, 1.0, 1.0]",15,0.7304,0.8951,0.0151,0.8124,0.0671,0.7169,0.0745,0.9363,0.0119,0.8142,0.0238,0.7311,0.0666,0.6039,0.0668,0.8828,0.0206,0.9045,0.0112,0.8372,0.0464,0.7783,0.0429,0.9218,0.0227,0.8878,0.0196,0.8339,0.07,0.7248,0.0742,0.9546,0.0145,14.3602,5.2964,16.9073,6.784,17.6393,6.4739,16.1753,7.1691,9.2659,2.4631
unet++,resnet34,"[2.0, 1.0, 2.0]",15,0.7235,0.8953,0.0147,0.811,0.0685,0.713,0.0788,0.937,0.0122,0.8145,0.0232,0.7297,0.0671,0.6013,0.0692,0.8841,0.0211,0.9044,0.0102,0.8297,0.0489,0.7844,0.0443,0.9229,0.0253,0.8887,0.0203,0.8407,0.0726,0.7198,0.0808,0.9549,0.0152,14.9417,5.7106,17.6682,7.4018,18.147,6.7648,17.1895,8.2091,9.4886,2.4125
unet++,resnet34,"[2.0, 2.0, 1.0]",15,0.7315,0.8961,0.0157,0.8142,0.065,0.7203,0.0782,0.9364,0.0113,0.8156,0.0246,0.7327,0.0639,0.6081,0.0704,0.883,0.0197,0.9038,0.0106,0.8424,0.0484,0.7644,0.0445,0.9263,0.0227,0.89,0.0212,0.8303,0.0704,0.7432,0.0803,0.9501,0.0149,14.5518,5.4205,16.9974,6.9474,17.5898,6.686,16.4051,7.2622,9.6605,2.4255
unet++,resnet34,"[3.0, 1.0, 1.0]",15,0.7341,0.8955,0.0147,0.8134,0.0642,0.7192,0.0725,0.9366,0.0119,0.8147,0.0233,0.7324,0.0634,0.606,0.0652,0.8835,0.0206,0.9048,0.011,0.8372,0.0468,0.7792,0.0425,0.9214,0.0244,0.8883,0.0192,0.835,0.0679,0.7265,0.0761,0.9557,0.0147,14.0257,4.8989,16.514,6.3488,17.4054,6.2428,15.6227,6.5562,9.0491,2.2206
unet++,resnet34,"[3.0, 1.0, 2.0]",15,0.7341,0.8952,0.0137,0.817,0.0615,0.7176,0.0733,0.9369,0.0118,0.8143,0.0215,0.7355,0.061,0.6037,0.0661,0.8839,0.0204,0.905,0.0105,0.8344,0.045,0.7869,0.0416,0.9204,0.0234,0.8878,0.0179,0.8436,0.0653,0.717,0.0698,0.9573,0.0144,14.0577,5.3868,16.6155,7.0209,17.4111,6.6524,15.82,7.4546,8.9422,2.2697
unet++,resnet34,"[3.0, 1.0, 3.0]",15,0.7337,0.8953,0.0141,0.8162,0.0636,0.7186,0.0717,0.9374,0.012,0.8145,0.0221,0.7348,0.0627,0.6047,0.0641,0.8848,0.0206,0.9052,0.0094,0.8291,0.0507,0.7901,0.041,0.9201,0.0231,0.888,0.0185,0.8472,0.0589,0.716,0.0724,0.9586,0.0122,14.0669,5.2806,16.6883,6.9698,17.2355,6.1937,16.141,7.8926,8.8242,2.0653
unet++,resnet34,"[3.0, 2.0, 1.0]",15,0.7334,0.896,0.0159,0.812,0.0699,0.7207,0.0769,0.9365,0.0119,0.8155,0.0251,0.7309,0.0688,0.6083,0.0689,0.8833,0.0205,0.9047,0.0113,0.844,0.0472,0.7673,0.0425,0.924,0.024,0.8892,0.0214,0.8297,0.0672,0.7402,0.0771,0.9528,0.015,14.235,5.5347,16.6259,6.9993,17.1851,6.7034,16.0668,7.3481,9.4533,2.7024
unet++,resnet34,"[3.0, 2.0, 2.0]",15,0.7231,0.8953,0.0162,0.8068,0.0753,0.7133,0.0815,0.9363,0.0118,0.8145,0.0254,0.7268,0.0744,0.6025,0.0723,0.883,0.0204,0.9052,0.011,0.8419,0.0493,0.7759,0.048,0.9232,0.024,0.8879,0.0225,0.8257,0.0848,0.7266,0.0871,0.9533,0.0159,14.8892,6.5052,17.5467,8.2099,18.3539,7.9263,16.7396,8.5101,9.5741,3.3498
unet++,resnet34,"[3.0, 3.0, 1.0]",15,0.7267,0.8953,0.0165,0.8118,0.0669,0.7183,0.0793,0.936,0.0118,0.8144,0.0259,0.7308,0.0655,0.6072,0.0708,0.8823,0.0204,0.9051,0.0108,0.8541,0.0408,0.7672,0.0373,0.9245,0.0226,0.8876,0.0225,0.8185,0.0777,0.7388,0.0866,0.9513,0.0156,14.9533,6.4882,17.5072,8.2791,18.0288,8.2964,16.9857,8.3569,9.8456,2.9587
unet++,resnet34,"[4.0, 1.0, 1.0]",15,0.7249,0.8947,0.0162,0.8089,0.0722,0.7148,0.0763,0.9364,0.0126,0.8136,0.0254,0.7281,0.0708,0.6017,0.0686,0.8831,0.0219,0.9052,0.013,0.8349,0.0508,0.778,0.0518,0.9198,0.025,0.8867,0.0204,0.832,0.072,0.7193,0.0719,0.9572,0.0173,14.6751,6.6292,17.4539,8.4993,18.1144,7.9457,16.7933,9.1368,9.1176,3.0352
unet++,resnet50,"[1.0, 1.0, 1.0]",15,0.7361,0.8983,0.0159,0.8179,0.0653,0.7311,0.0708,0.9373,0.0119,0.8191,0.0252,0.7389,0.0646,0.6192,0.0655,0.8847,0.0208,0.9047,0.0132,0.8463,0.0456,0.7731,0.0499,0.93,0.0235,0.8936,0.0203,0.8349,0.0738,0.7508,0.0735,0.948,0.0188,14.3219,6.1472,17.0401,7.7179,17.8643,7.4621,16.2158,8.0796,8.8857,3.1194
unet++,resnet50,"[1.0, 1.0, 2.0]",15,0.7497,0.8996,0.0139,0.8278,0.0591,0.7378,0.0642,0.9382,0.0112,0.8212,0.0222,0.7476,0.0591,0.6241,0.0603,0.8862,0.0195,0.905,0.0125,0.8469,0.0447,0.7786,0.0494,0.9297,0.0253,0.8958,0.0172,0.8486,0.0568,0.7543,0.0643,0.95,0.0178,13.3442,5.1975,15.822,6.5655,16.786,6.4985,14.858,6.7128,8.3885,2.5731
unet++,resnet50,"[1.0, 1.0, 3.0]",15,0.7503,0.9003,0.0146,0.8303,0.0565,0.7382,0.0641,0.939,0.0121,0.8224,0.0232,0.7504,0.0564,0.6253,0.0598,0.8876,0.021,0.9059,0.0125,0.8466,0.0444,0.784,0.0441,0.9303,0.0241,0.8962,0.0178,0.8514,0.0568,0.75,0.069,0.9509,0.0165,13.3598,5.1815,15.886,6.6496,16.5849,6.3581,15.1871,6.9856,8.3075,2.3426
unet++,resnet50,"[1.0, 2.0, 1.0]",15,0.7497,0.8994,0.0148,0.8249,0.0567,0.7416,0.0623,0.9371,0.0117,0.8208,0.0235,0.7444,0.0575,0.6287,0.0592,0.8844,0.0204,0.9037,0.0124,0.8577,0.0406,0.7643,0.0409,0.9345,0.0206,0.8963,0.0175,0.8332,0.0644,0.7719,0.0682,0.9429,0.0177,13.3204,4.8925,15.8645,6.3453,16.8198,6.6056,14.9092,6.1472,8.2322,2.1109
unet++,resnet50,"[1.0, 2.0, 2.0]",15,0.7454,0.8992,0.0151,0.8223,0.0588,0.7355,0.0644,0.9373,0.0115,0.8205,0.0239,0.7421,0.059,0.6223,0.0617,0.8846,0.0202,0.9036,0.0144,0.8449,0.0459,0.7655,0.051,0.9329,0.0216,0.896,0.0173,0.8421,0.0595,0.7626,0.0656,0.9447,0.0197,13.5291,4.8654,16.0767,6.2191,17.0839,6.4586,15.0695,6.0335,8.4338,2.271
unet++,resnet50,"[1.0, 3.0, 1.0]",15,0.7451,0.8983,0.015,0.8236,0.0556,0.7383,0.0649,0.9362,0.0114,0.8189,0.0239,0.743,0.0553,0.6256,0.0613,0.8827,0.0198,0.9022,0.0125,0.8594,0.0431,0.7535,0.0439,0.936,0.0206,0.8957,0.018,0.8285,0.0633,0.778,0.0694,0.9395,0.0184,13.7575,5.0501,16.3257,6.5079,17.5833,7.0538,15.0682,5.994,8.6211,2.2707
unet++,resnet50,"[2.0, 1.0, 1.0]",15,0.7431,0.8989,0.0147,0.8225,0.0595,0.7341,0.0659,0.9384,0.0121,0.8202,0.0233,0.7432,0.059,0.6219,0.0608,0.8866,0.021,0.9074,0.0112,0.8581,0.0379,0.7847,0.0356,0.926,0.0255,0.8925,0.0192,0.8319,0.0692,0.7461,0.0754,0.9542,0.0162,13.8318,5.8441,16.3593,7.3864,17.3339,7.7738,15.3846,7.0432,8.7769,2.8445
unet++,resnet50,"[2.0, 1.0, 2.0]",15,0.7438,0.8981,0.0138,0.8223,0.0611,0.7341,0.0644,0.9378,0.0104,0.8189,0.0219,0.7431,0.0604,0.6209,0.059,0.8856,0.0182,0.9055,0.0126,0.8432,0.043,0.7891,0.0389,0.9269,0.023,0.8927,0.0172,0.8443,0.0632,0.7404,0.0659,0.9523,0.0176,13.6803,5.3565,16.2456,6.8116,17.0302,6.8192,15.461,6.8566,8.5498,2.5067
unet++,resnet50,"[2.0, 2.0, 1.0]",15,0.7443,0.8994,0.0152,0.8244,0.0576,0.738,0.067,0.9382,0.0121,0.8209,0.0242,0.745,0.0576,0.6256,0.0628,0.8862,0.0209,0.9061,0.0131,0.855,0.0429,0.7719,0.044,0.9292,0.0218,0.894,0.0183,0.8323,0.0613,0.7576,0.0667,0.9502,0.0172,13.8094,6.0228,16.4742,7.7231,17.5415,7.9855,15.4067,7.485,8.48,2.7632
unet++,resnet50,"[3.0, 1.0, 1.0]",15,0.7362,0.8976,0.0161,0.8186,0.0704,0.7327,0.0715,0.9374,0.0126,0.8181,0.0255,0.7401,0.0679,0.6203,0.0647,0.8849,0.0218,0.9069,0.0135,0.8543,0.0464,0.783,0.047,0.9243,0.0267,0.8907,0.0209,0.8277,0.0751,0.7427,0.0767,0.9542,0.0186,14.3268,8.3332,17.1301,10.4893,18.3697,10.9769,15.8905,10.0365,8.72,4.1078
unet++,resnet50,"[3.0, 1.0, 2.0]",15,0.7503,0.8985,0.0142,0.826,0.0552,0.7341,0.0596,0.9384,0.0123,0.8196,0.0225,0.7463,0.0554,0.6201,0.0553,0.8867,0.0213,0.9065,0.0125,0.8432,0.0414,0.7893,0.046,0.9246,0.0255,0.8927,0.017,0.8478,0.0562,0.7364,0.0635,0.9558,0.0165,13.0797,5.1625,15.4657,6.4876,16.5096,6.7493,14.4218,6.3079,8.3078,2.6049
unet++,resnet50,"[3.0, 1.0, 3.0]",15,0.7436,0.8988,0.0135,0.8264,0.0577,0.7311,0.0664,0.9391,0.012,0.8201,0.0215,0.7467,0.0572,0.6183,0.0601,0.8877,0.0207,0.9079,0.0106,0.8453,0.0399,0.8017,0.0412,0.9235,0.025,0.8921,0.0179,0.8487,0.0632,0.7268,0.068,0.9582,0.0148,13.7424,6.2113,16.3417,7.8076,17.1769,7.4583,15.5066,8.1907,8.5437,3.0675
unet++,resnet50,"[3.0, 2.0, 1.0]",15,0.7425,0.8979,0.0161,0.8195,0.0627,0.7342,0.0667,0.9375,0.0123,0.8186,0.0255,0.7401,0.0625,0.6216,0.0619,0.8851,0.0214,0.9061,0.0129,0.8561,0.0429,0.775,0.0404,0.9256,0.0241,0.8914,0.0198,0.8254,0.0687,0.7504,0.0716,0.953,0.0165,13.7604,5.9755,16.312,7.462,17.177,7.5748,15.447,7.3797,8.6571,3.1146
unet++,resnet50,"[3.0, 2.0, 2.0]",15,0.748,0.8987,0.015,0.8235,0.0603,0.7337,0.0682,0.9383,0.0121,0.8198,0.0238,0.7442,0.0601,0.6215,0.0634,0.8863,0.021,0.9067,0.0115,0.8547,0.0377,0.7865,0.0396,0.9267,0.0241,0.8926,0.0192,0.8346,0.0699,0.742,0.0715,0.9532,0.0155,13.2809,5.359,15.6623,6.646,16.6354,6.8139,14.6893,6.5344,8.5179,2.8531
unet++,resnet50,"[3.0, 3.0, 1.0]",15,0.7464,0.899,0.0146,0.8212,0.0614,0.7375,0.0657,0.9378,0.0109,0.8201,0.0233,0.74,0.0622,0.6245,0.0617,0.8855,0.019,0.9048,0.012,0.8584,0.0434,0.7608,0.0449,0.9323,0.0205,0.8946,0.0179,0.8268,0.0637,0.7701,0.0689,0.9462,0.0165,13.4765,5.208,15.9685,6.7289,16.9148,7.0337,15.0222,6.4778,8.4926,2.3347
unet++,resnet50,"[4.0, 1.0, 1.0]",15,0.7442,0.8981,0.0145,0.8214,0.0625,0.7321,0.0682,0.938,0.0121,0.819,0.023,0.7425,0.062,0.6186,0.063,0.886,0.021,0.9083,0.0117,0.857,0.0424,0.7887,0.0457,0.9222,0.0262,0.8903,0.0189,0.8317,0.0712,0.7369,0.0691,0.9577,0.0162,13.4913,6.3318,16.042,7.9408,17.3272,8.6333,14.7567,7.3192,8.3901,3.159
unet,densenet121,"[1.0, 1.0, 1.0]",15,0.7354,0.8995,0.0149,0.8214,0.0593,0.7289,0.0754,0.9392,0.0117,0.8211,0.0237,0.7414,0.061,0.6194,0.0702,0.8879,0.0202,0.9071,0.0118,0.8505,0.0384,0.7898,0.0415,0.9294,0.0218,0.8937,0.0197,0.838,0.0679,0.7396,0.0797,0.9521,0.0173,14.4178,6.7869,17.2113,8.5838,17.8555,8.1537,16.5672,9.1187,8.8307,3.2651
unet,densenet121,"[1.0, 1.0, 2.0]",15,0.7298,0.8989,0.0152,0.8208,0.0562,0.7299,0.0704,0.9393,0.0125,0.8202,0.024,0.7402,0.0558,0.6196,0.065,0.8882,0.0215,0.9061,0.0113,0.8391,0.039,0.7933,0.0354,0.9282,0.0241,0.8937,0.0197,0.8484,0.0627,0.7348,0.0727,0.9538,0.0147,15.1571,6.7605,18.0615,8.6962,18.7672,8.0229,17.3558,9.4332,9.3485,2.9856
unet,densenet121,"[1.0, 1.0, 3.0]",15,0.7394,0.8986,0.0147,0.8212,0.0613,0.725,0.0747,0.9395,0.0118,0.8197,0.0232,0.7407,0.0608,0.6139,0.0684,0.8884,0.0204,0.906,0.0114,0.8315,0.043,0.7927,0.0446,0.9282,0.0233,0.8935,0.019,0.8545,0.0586,0.7276,0.075,0.9538,0.0167,13.8324,5.9623,16.4034,7.4847,17.0646,6.7677,15.7422,8.2567,8.6904,2.9557
unet,densenet121,"[1.0, 2.0, 1.0]",15,0.7268,0.8989,0.0158,0.8169,0.0632,0.7318,0.073,0.9375,0.0123,0.82,0.0252,0.7366,0.0618,0.6215,0.0681,0.8851,0.0212,0.9037,0.0128,0.8538,0.0457,0.76,0.0446,0.9351,0.0216,0.8954,0.0196,0.8299,0.0612,0.7667,0.0715,0.9431,0.0171,15.5516,6.6958,18.42,8.5181,19.0069,8.149,17.8332,8.9557,9.8147,3.1235
unet,densenet121,"[1.0, 2.0, 2.0]",15,0.7375,0.8999,0.0156,0.8239,0.0596,0.7384,0.0689,0.9381,0.0127,0.8216,0.0249,0.7445,0.0594,0.628,0.0661,0.886,0.0218,0.9047,0.013,0.8584,0.0355,0.7788,0.0455,0.9343,0.0227,0.8963,0.0193,0.8366,0.0647,0.759,0.0714,0.945,0.0183,14.6887,6.7403,17.4936,8.6354,18.6584,8.6257,16.3288,8.6835,9.0788,3.093
unet,densenet121,"[1.0, 3.0, 1.0]",15,0.7262,0.8976,0.0172,0.8168,0.0634,0.7305,0.0783,0.9367,0.0129,0.818,0.0271,0.7357,0.0638,0.6201,0.0737,0.8837,0.0222,0.9041,0.0142,0.8655,0.0411,0.7568,0.0484,0.9343,0.0249,0.8933,0.0219,0.8197,0.0648,0.7696,0.085,0.9425,0.0203,15.5143,6.9113,18.4288,8.7278,19.1042,8.1471,17.7534,9.3273,9.6851,3.332
unet,densenet121,"[2.0, 1.0, 1.0]",15,0.7384,0.8995,0.0143,0.8197,0.0623,0.7291,0.0716,0.9395,0.0123,0.8212,0.0227,0.7395,0.0618,0.6177,0.066,0.8885,0.0213,0.9078,0.0112,0.8423,0.041,0.7923,0.041,0.9272,0.0226,0.8932,0.0184,0.844,0.0631,0.7334,0.0697,0.955,0.0157,14.1069,5.9449,16.6834,7.5623,17.5851,7.5464,15.7817,7.7194,8.9539,2.7657
unet,densenet121,"[2.0, 1.0, 2.0]",15,0.7241,0.8975,0.0166,0.8166,0.073,0.7237,0.0823,0.9388,0.0136,0.818,0.0262,0.7376,0.0692,0.6144,0.073,0.8873,0.0234,0.9069,0.0103,0.8441,0.0348,0.8017,0.0399,0.9247,0.0264,0.8906,0.0225,0.84,0.0759,0.7218,0.0827,0.9564,0.0137,15.5149,9.2334,18.4017,11.3281,19.0059,10.5668,17.7975,12.1575,9.7413,5.1812
unet,densenet121,"[2.0, 2.0, 1.0]",15,0.7372,0.8996,0.0159,0.8183,0.063,0.7313,0.0771,0.9387,0.0124,0.8212,0.0253,0.7376,0.0613,0.621,0.0714,0.8871,0.0214,0.9063,0.0133,0.8525,0.0449,0.7683,0.0463,0.9323,0.0225,0.8944,0.0196,0.8288,0.0629,0.7576,0.0799,0.9482,0.0181,14.1672,6.3049,16.8947,8.0543,17.8987,7.9385,15.8907,8.206,8.7123,2.9618
unet,densenet121,"[3.0, 1.0, 1.0]",15,0.7362,0.8988,0.0151,0.8212,0.0649,0.727,0.0752,0.9389,0.0129,0.8201,0.024,0.7416,0.0648,0.6157,0.0683,0.8875,0.0222,0.91,0.0109,0.851,0.0401,0.7975,0.044,0.9218,0.0259,0.8902,0.0203,0.838,0.0643,0.7256,0.0752,0.9597,0.0154,14.2293,7.2437,16.9866,9.2237,17.9444,8.9253,16.0289,9.5513,8.7148,3.3965
unet,densenet121,"[3.0, 1.0, 2.0]",15,0.7364,0.8978,0.0149,0.8227,0.0637,0.7235,0.0726,0.9389,0.0128,0.8186,0.0235,0.7423,0.0639,0.6113,0.0672,0.8875,0.022,0.9084,0.0116,0.839,0.0398,0.8029,0.0494,0.9213,0.026,0.8902,0.019,0.8496,0.0603,0.7164,0.0721,0.9602,0.0144,14.1273,6.4178,16.8453,8.1201,17.791,7.8739,15.8996,8.4264,8.6912,3.1058
unet,densenet121,"[3.0, 1.0, 3.0]",15,0.736,0.8973,0.0141,0.8207,0.0619,0.7232,0.0719,0.9393,0.0126,0.8178,0.0223,0.7401,0.0613,0.6112,0.065,0.8883,0.0217,0.9082,0.0103,0.8336,0.0372,0.8122,0.0405,0.9215,0.0258,0.8898,0.0192,0.8526,0.0649,0.7094,0.0708,0.961,0.0158,14.0769,6.7814,16.791,8.5545,17.7193,8.2367,15.8627,8.9057,8.6487,3.2863
unet,densenet121,"[3.0, 2.0, 1.0]",15,0.7332,0.8989,0.0155,0.8142,0.0692,0.7304,0.0759,0.9389,0.0124,0.8201,0.0247,0.7343,0.0685,0.6205,0.0701,0.8875,0.0213,0.9084,0.011,0.8613,0.0352,0.7797,0.0451,0.9277,0.0227,0.8914,0.0205,0.8189,0.0714,0.7486,0.0777,0.9533,0.0158,14.5209,7.7799,17.2452,9.7836,18.1376,9.4285,16.3528,10.1786,9.0724,3.8327
unet,densenet121,"[3.0, 2.0, 2.0]",15,0.7398,0.8983,0.0145,0.8237,0.0543,0.7292,0.0715,0.9382,0.0125,0.8192,0.0231,0.7434,0.053,0.6178,0.0658,0.8863,0.0215,0.9064,0.0126,0.8533,0.0316,0.7855,0.0476,0.9262,0.025,0.8923,0.0183,0.8374,0.059,0.7395,0.0706,0.9537,0.0172,14.0162,5.8627,16.6759,7.4301,17.3944,6.9269,15.9574,7.9968,8.6967,2.8095
unet,densenet121,"[3.0, 3.0, 1.0]",15,0.7381,0.8996,0.0153,0.8173,0.0634,0.7337,0.0727,0.9384,0.0128,0.8211,0.0245,0.737,0.0627,0.6231,0.0672,0.8867,0.022,0.9078,0.0119,0.8644,0.0383,0.7705,0.04,0.9302,0.0242,0.8932,0.0204,0.819,0.0688,0.7595,0.0791,0.9499,0.0205,14.1535,5.7656,16.8318,7.4051,17.5715,7.1015,16.0921,7.7482,8.7969,2.5425
unet,densenet121,"[4.0, 1.0, 1.0]",15,0.731,0.898,0.0157,0.8196,0.0653,0.7263,0.0764,0.939,0.0135,0.8188,0.0248,0.7402,0.064,0.6156,0.0696,0.8878,0.0231,0.9104,0.0111,0.8499,0.0418,0.8047,0.0377,0.919,0.0259,0.8886,0.0206,0.8364,0.0671,0.7188,0.0746,0.9629,0.0131,14.7927,7.7378,17.6471,9.7951,18.5262,9.6603,16.768,9.9861,9.0839,3.6538
unet,densenet169,"[1.0, 1.0, 1.0]",15,0.738,0.8996,0.0164,0.8239,0.0579,0.7318,0.0734,0.9389,0.0124,0.8212,0.026,0.7433,0.0581,0.621,0.068,0.8874,0.0214,0.9057,0.0124,0.8461,0.0394,0.7814,0.0407,0.9308,0.0241,0.8949,0.0211,0.8413,0.0657,0.7477,0.0818,0.9501,0.0164,14.4554,7.5109,17.0919,9.507,17.7472,9.0002,16.4366,10.0503,9.1824,3.6186
unet,densenet169,"[1.0, 1.0, 2.0]",15,0.7292,0.8985,0.0153,0.8217,0.0614,0.7235,0.0769,0.9382,0.0114,0.8195,0.0242,0.7412,0.0617,0.6121,0.0712,0.8863,0.0197,0.9055,0.0123,0.8384,0.0422,0.7822,0.0562,0.9284,0.0251,0.8936,0.0198,0.8469,0.064,0.7346,0.0765,0.9514,0.0177,14.8726,6.687,17.8791,8.6599,18.6281,8.0723,17.1302,9.3036,8.8595,2.8281
unet,densenet169,"[1.0, 1.0, 3.0]",15,0.7243,0.8969,0.0146,0.8176,0.0668,0.7236,0.0761,0.9378,0.0114,0.8169,0.0231,0.7363,0.0646,0.6116,0.0681,0.8856,0.0196,0.9037,0.0115,0.8311,0.0409,0.7814,0.047,0.9274,0.0256,0.8924,0.0197,0.8521,0.0669,0.7338,0.0756,0.9518,0.0174,15.4838,8.4629,18.4085,10.648,19.1915,9.9665,17.6255,11.3836,9.6344,4.1463
unet,densenet169,"[1.0, 2.0, 1.0]",15,0.715,0.8987,0.0181,0.8129,0.0711,0.7274,0.0863,0.9372,0.0128,0.8197,0.0286,0.7339,0.0693,0.6189,0.0789,0.8845,0.0222,0.9047,0.0142,0.8579,0.0419,0.762,0.0497,0.9353,0.0253,0.8946,0.0244,0.823,0.082,0.7637,0.0956,0.9424,0.0216,16.6336,10.2207,19.7676,12.8385,20.3938,12.0607,19.1415,13.6329,10.3655,5.0229
unet,densenet169,"[1.0, 2.0, 2.0]",15,0.735,0.8984,0.0172,0.8175,0.0659,0.7307,0.0737,0.9367,0.0125,0.8193,0.0271,0.736,0.067,0.6182,0.0711,0.8837,0.0217,0.9016,0.0145,0.8371,0.0454,0.7592,0.0498,0.936,0.0211,0.8963,0.0207,0.8433,0.0668,0.7645,0.0765,0.9407,0.0198,14.4984,6.2298,17.1601,8.0069,18.1751,8.1571,16.1452,7.9388,9.1748,2.7279
unet,densenet169,"[1.0, 3.0, 1.0]",15,0.7207,0.8983,0.0168,0.8113,0.0652,0.7263,0.0814,0.9362,0.0118,0.8189,0.0265,0.7305,0.0645,0.617,0.0753,0.8828,0.0202,0.9031,0.0129,0.8524,0.0478,0.7462,0.0443,0.9377,0.0221,0.8951,0.0219,0.821,0.0614,0.7753,0.0906,0.9382,0.0189,15.7763,7.505,18.7716,9.5756,18.8273,7.9563,18.7157,11.3458,9.7857,3.4526
unet,densenet169,"[2.0, 1.0, 1.0]",15,0.7365,0.8978,0.0163,0.82,0.0613,0.7252,0.0747,0.9379,0.013,0.8184,0.026,0.7388,0.0626,0.6126,0.0701,0.8857,0.0222,0.907,0.0137,0.8442,0.0477,0.7806,0.0526,0.9248,0.0243,0.8908,0.0205,0.8385,0.0639,0.7373,0.0765,0.9545,0.0183,14.1684,6.2213,16.7808,7.9653,17.7594,7.8248,15.8023,8.188,8.9436,2.8513
unet,densenet169,"[2.0, 1.0, 2.0]",15,0.7102,0.897,0.0182,0.8103,0.083,0.7146,0.0964,0.9387,0.0122,0.8172,0.0287,0.732,0.0817,0.6071,0.085,0.8872,0.0212,0.9094,0.0113,0.8495,0.0437,0.8017,0.0463,0.9225,0.0255,0.8879,0.026,0.8279,0.0944,0.7157,0.0988,0.9587,0.0166,16.4903,11.3201,19.714,14.0651,20.126,12.6344,19.302,15.5338,10.0429,5.8773
unet,densenet169,"[2.0, 2.0, 1.0]",15,0.7336,0.8984,0.0158,0.817,0.0656,0.7301,0.0759,0.938,0.0125,0.8193,0.0251,0.7368,0.0654,0.6195,0.0696,0.8861,0.0214,0.9078,0.0123,0.8652,0.0417,0.7715,0.0485,0.9275,0.0254,0.8912,0.0212,0.8176,0.0715,0.7514,0.0828,0.952,0.0182,14.5815,6.6794,17.3104,8.3407,18.2339,8.1848,16.3869,8.5256,9.1235,3.4086
