run_id,stage,wave,arch,encoder,class_weights,n_images,train_pct,val_pct,seed,augmentation,checkpoint_metric,best_epoch,epochs_completed,early_stopped,best_val_loss,dice_macro,dice_axon,dice_myelin,dice_bg,iou_macro,iou_axon,iou_myelin,iou_bg,precision_macro,precision_axon,precision_myelin,precision_bg,recall_macro,recall_axon,recall_myelin,recall_bg,hd95_macro,hd95_myelin_axon,hd95_axon,hd95_myelin,hd95_bg,train_stems,val_stems,model_path,result_path
sw__unet++__densenet169__cw3_2_1__67_33__seed2,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,67,33,2,False,val_loss,13,53,True,0.1365,0.9109,0.871,0.7924,0.9481,0.839,0.7923,0.6783,0.9032,0.9097,0.8974,0.7706,0.9564,0.9127,0.8542,0.8406,0.9415,11.0209,12.7242,13.7844,11.6639,7.6145,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed2/result.json
sw__unet++__densenet169__cw3_2_1__67_33__seed3,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,67,33,3,False,val_loss,10,50,True,0.2094,0.889,0.7419,0.6657,0.926,0.8036,0.6681,0.5642,0.8663,0.8987,0.8003,0.7366,0.9186,0.8804,0.7836,0.7132,0.9371,18.0973,21.969,23.532,20.406,10.3538,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed3/result.json
sw__unet++__densenet169__cw3_2_1__67_33__seed4,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,67,33,4,False,val_loss,14,54,True,0.1691,0.9011,0.8938,0.8097,0.9276,0.8228,0.8127,0.6875,0.8689,0.9041,0.8818,0.8401,0.9094,0.8993,0.9092,0.7868,0.9491,7.403,8.3225,9.6102,7.0349,5.564,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed4/result.json
sw__unet++__densenet169__cw3_2_1__67_33__seed5,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,67,33,5,False,val_loss,14,54,True,0.1704,0.9015,0.8553,0.7717,0.9411,0.8239,0.7744,0.6552,0.8914,0.9112,0.8903,0.8241,0.9269,0.893,0.8449,0.7559,0.9583,10.3711,12.0182,12.9294,11.107,7.0771,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__67_33__seed5/result.json
sw__unet++__densenet169__cw3_2_1__80_20__seed1,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,80,20,1,False,val_loss,14,54,True,0.1143,0.9215,0.7965,0.7205,0.9558,0.8576,0.7365,0.62,0.9173,0.9318,0.8034,0.7809,0.9361,0.9131,0.8995,0.7774,0.9788,11.8061,13.9666,14.2727,13.6605,7.4851,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed1/result.json
sw__unet++__densenet169__cw3_2_1__80_20__seed2,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,80,20,2,False,val_loss,17,57,True,0.1346,0.9088,0.8373,0.7599,0.9532,0.8361,0.7588,0.6462,0.9118,0.9115,0.9041,0.7666,0.962,0.9075,0.7996,0.7947,0.9467,14.476,17.3048,18.8942,15.7154,8.8183,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed2/result.json
sw__unet++__densenet169__cw3_2_1__80_20__seed3,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,80,20,3,False,val_loss,14,54,True,0.1591,0.8998,0.7547,0.6642,0.9402,0.8209,0.6893,0.5717,0.8899,0.8994,0.8005,0.6766,0.9544,0.9011,0.826,0.7962,0.9285,15.5547,19.1152,19.1475,19.0829,8.4337,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed3/result.json
sw__unet++__densenet169__cw3_2_1__80_20__seed4,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,80,20,4,False,val_loss,13,53,True,0.1529,0.9104,0.8917,0.8196,0.9373,0.8379,0.8112,0.7037,0.8853,0.9142,0.9155,0.8307,0.9314,0.9067,0.8718,0.8127,0.9445,6.1957,7.0071,8.092,5.9221,4.5728,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed4/result.json
sw__unet++__densenet169__cw3_2_1__80_20__seed5,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,80,20,5,False,val_loss,14,54,True,0.1925,0.8965,0.8474,0.7476,0.9317,0.8158,0.7649,0.6286,0.8759,0.9062,0.8905,0.7836,0.9173,0.8876,0.8269,0.7469,0.9501,12.3312,14.8059,15.0136,14.5982,7.3819,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__80_20__seed5/result.json
sw__unet++__densenet169__cw3_2_1__93_7__seed1,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,93,7,1,False,val_loss,14,54,True,0.1098,0.9123,0.8932,0.8171,0.957,0.8416,0.8106,0.6978,0.919,0.9171,0.8855,0.8288,0.9429,0.9085,0.903,0.8135,0.9728,8.6439,10.0873,12.0459,8.1287,5.7572,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed1/result.json
sw__unet++__densenet169__cw3_2_1__93_7__seed2,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,93,7,2,False,val_loss,14,54,True,0.1934,0.8858,0.7793,0.6689,0.9401,0.7991,0.6827,0.5495,0.8877,0.8949,0.8227,0.7676,0.9397,0.8773,0.7581,0.6495,0.9428,20.0389,23.9531,25.1792,22.7271,12.2104,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed2/result.json
sw__unet++__densenet169__cw3_2_1__93_7__seed3,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,93,7,3,False,val_loss,6,46,True,0.1978,0.8738,0.7415,0.6426,0.9359,0.7811,0.6549,0.5322,0.8809,0.8886,0.8766,0.7132,0.9401,0.8617,0.6953,0.6732,0.9368,23.8725,29.4956,32.4425,26.5487,12.6262,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed3/result.json
sw__unet++__densenet169__cw3_2_1__93_7__seed4,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,93,7,4,False,val_loss,13,53,True,0.1381,0.9123,0.8874,0.8055,0.9331,0.8412,0.8059,0.6862,0.8766,0.919,0.8992,0.8323,0.9054,0.9064,0.8779,0.7829,0.9651,7.2964,8.2417,9.4629,7.0206,5.4058,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed4/result.json
sw__unet++__densenet169__cw3_2_1__93_7__seed5,sweep,1,unet++,densenet169,"[3.0, 2.0, 1.0]",30,93,7,5,False,val_loss,18,58,True,0.1985,0.8745,0.7388,0.6276,0.9178,0.7817,0.659,0.5174,0.8498,0.9062,0.8231,0.7623,0.8645,0.8537,0.7244,0.5962,0.9805,24.3414,30.1497,33.2418,27.0577,12.7246,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_1__93_7__seed5/result.json
sw__unet++__densenet169__cw3_2_2__67_33__seed1,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,67,33,1,False,val_loss,13,53,True,0.144,0.9095,0.8239,0.7467,0.9428,0.8371,0.75,0.6361,0.8953,0.9132,0.8048,0.79,0.9278,0.9073,0.9092,0.7772,0.9602,10.4014,12.1093,13.1139,11.1048,6.9856,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed1/result.json
sw__unet++__densenet169__cw3_2_2__67_33__seed2,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,67,33,2,False,val_loss,14,54,True,0.1365,0.9119,0.8798,0.7951,0.9492,0.8407,0.8015,0.6797,0.9052,0.9084,0.8827,0.7808,0.958,0.9156,0.8814,0.8311,0.942,10.7521,12.5873,13.6576,11.517,7.0817,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed2/result.json
sw__unet++__densenet169__cw3_2_2__67_33__seed3,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,67,33,3,False,val_loss,10,50,True,0.2046,0.8905,0.7637,0.6724,0.9273,0.806,0.6875,0.5704,0.8684,0.8986,0.8044,0.7428,0.9195,0.883,0.8059,0.7118,0.9386,17.6747,21.3352,21.9825,20.6879,10.3538,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed3/result.json
sw__unet++__densenet169__cw3_2_2__67_33__seed4,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,67,33,4,False,val_loss,14,54,True,0.1683,0.9008,0.8914,0.8046,0.9277,0.8224,0.81,0.6816,0.8691,0.9045,0.8721,0.8446,0.9071,0.8989,0.9165,0.7736,0.9522,7.5285,8.5168,9.9004,7.1332,5.552,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed4/result.json
sw__unet++__densenet169__cw3_2_2__67_33__seed5,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,67,33,5,False,val_loss,16,56,True,0.1765,0.9023,0.8583,0.7711,0.9417,0.8253,0.7776,0.6541,0.8924,0.9093,0.8846,0.813,0.9304,0.8961,0.8558,0.7675,0.9556,10.4997,12.1099,13.1947,11.025,7.2795,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__67_33__seed5/result.json
sw__unet++__densenet169__cw3_2_2__80_20__seed1,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,80,20,1,False,val_loss,11,51,True,0.1193,0.9196,0.7914,0.7048,0.9558,0.8544,0.7272,0.6017,0.9172,0.9287,0.7789,0.7634,0.9371,0.9127,0.913,0.7726,0.9777,14.3447,17.2496,17.9042,16.5949,8.535,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed1/result.json
sw__unet++__densenet169__cw3_2_2__80_20__seed2,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,80,20,2,False,val_loss,15,55,True,0.1389,0.9109,0.8623,0.7741,0.9548,0.8398,0.7832,0.6586,0.9147,0.909,0.8897,0.7589,0.9667,0.9139,0.8423,0.8142,0.9446,13.111,15.4286,16.5942,14.263,8.4758,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed2/result.json
sw__unet++__densenet169__cw3_2_2__80_20__seed3,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,80,20,3,False,val_loss,15,55,True,0.1642,0.8998,0.7597,0.6742,0.9395,0.821,0.6943,0.5828,0.8888,0.8993,0.807,0.6885,0.9544,0.9013,0.8263,0.7939,0.9276,16.2176,20.1959,20.5438,19.8481,8.261,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed3/result.json
sw__unet++__densenet169__cw3_2_2__80_20__seed4,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,80,20,4,False,val_loss,14,54,True,0.1608,0.9105,0.8952,0.817,0.9395,0.8383,0.8166,0.7005,0.8888,0.9137,0.8925,0.845,0.9278,0.9077,0.9001,0.7939,0.9526,6.1461,6.8904,7.9337,5.8472,4.6575,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed4/result.json
sw__unet++__densenet169__cw3_2_2__80_20__seed5,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,80,20,5,False,val_loss,13,53,True,0.1907,0.8966,0.8419,0.7492,0.931,0.816,0.7607,0.6313,0.8749,0.9045,0.8657,0.805,0.9187,0.8895,0.8431,0.732,0.9473,10.7582,12.4959,13.6022,11.3897,7.2828,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__80_20__seed5/result.json
sw__unet++__densenet169__cw3_2_2__93_7__seed1,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,93,7,1,False,val_loss,9,49,True,0.1147,0.9115,0.8939,0.8153,0.9555,0.8404,0.8122,0.6949,0.9161,0.9174,0.8932,0.8196,0.9397,0.9064,0.8963,0.8218,0.9734,9.1237,10.3365,12.1059,8.5671,6.698,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed1/result.json
sw__unet++__densenet169__cw3_2_2__93_7__seed2,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,93,7,2,False,val_loss,7,47,True,0.1873,0.8775,0.7499,0.6528,0.9341,0.7862,0.6543,0.5351,0.8771,0.885,0.7946,0.7494,0.9375,0.8704,0.7316,0.6309,0.9337,22.7889,27.3124,28.9541,25.6706,13.7421,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed2/result.json
sw__unet++__densenet169__cw3_2_2__93_7__seed3,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,93,7,3,False,val_loss,9,49,True,0.2204,0.8668,0.709,0.6076,0.9315,0.7703,0.6245,0.5023,0.8735,0.883,0.8234,0.694,0.9354,0.8532,0.687,0.6484,0.9337,28.1179,34.4879,35.9254,33.0504,15.3777,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed3/result.json
sw__unet++__densenet169__cw3_2_2__93_7__seed4,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,93,7,4,False,val_loss,13,53,True,0.1354,0.9126,0.8886,0.8036,0.9333,0.8417,0.808,0.6847,0.8768,0.9175,0.894,0.8248,0.9112,0.9083,0.885,0.7858,0.9589,7.7632,8.6523,9.5226,7.782,5.985,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed4/result.json
sw__unet++__densenet169__cw3_2_2__93_7__seed5,sweep,1,unet++,densenet169,"[3.0, 2.0, 2.0]",30,93,7,5,False,val_loss,15,55,True,0.2079,0.8793,0.7611,0.6512,0.922,0.7891,0.6805,0.5394,0.8568,0.907,0.8289,0.7831,0.8728,0.8611,0.7453,0.6115,0.9791,20.7158,25.8789,28.8289,22.9289,10.3896,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_2_2__93_7__seed5/result.json
sw__unet++__densenet169__cw3_3_1__67_33__seed1,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,67,33,1,False,val_loss,14,54,True,0.1484,0.9118,0.8228,0.7498,0.9432,0.8409,0.7501,0.641,0.8959,0.9186,0.8385,0.7851,0.9248,0.906,0.8781,0.7926,0.9642,10.1894,11.768,12.3209,11.215,7.0324,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed1/result.json
sw__unet++__densenet169__cw3_3_1__67_33__seed2,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,67,33,2,False,val_loss,13,53,True,0.1485,0.9115,0.8792,0.7962,0.9478,0.8401,0.8003,0.6807,0.9026,0.9091,0.9049,0.7606,0.9605,0.9153,0.8609,0.8561,0.9368,10.7171,12.5265,13.5487,11.5044,7.0984,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed2/result.json
sw__unet++__densenet169__cw3_3_1__67_33__seed3,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,67,33,3,False,val_loss,10,50,True,0.2141,0.8878,0.7432,0.6535,0.9255,0.8016,0.6714,0.555,0.8655,0.8983,0.8079,0.7224,0.9176,0.8784,0.7733,0.7066,0.9371,17.7668,21.5685,22.2255,20.9116,10.1632,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed3/result.json
sw__unet++__densenet169__cw3_3_1__67_33__seed4,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,67,33,4,False,val_loss,20,60,True,0.1831,0.9041,0.8936,0.8143,0.9282,0.8274,0.8127,0.6942,0.8698,0.9059,0.8851,0.8317,0.9158,0.9026,0.905,0.8031,0.9431,7.5771,8.5128,10.003,7.0227,5.7055,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed4/result.json
sw__unet++__densenet169__cw3_3_1__67_33__seed5,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,67,33,5,False,val_loss,14,54,True,0.1865,0.9015,0.8579,0.7739,0.9409,0.8238,0.7763,0.6575,0.8911,0.9102,0.8977,0.8063,0.9284,0.8935,0.8375,0.7727,0.9563,11.5378,13.6108,14.7255,12.4962,7.3917,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__67_33__seed5/result.json
sw__unet++__densenet169__cw3_3_1__80_20__seed1,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,80,20,1,False,val_loss,14,54,True,0.1284,0.9236,0.8265,0.7251,0.9567,0.8611,0.7679,0.627,0.9189,0.9342,0.8462,0.7854,0.9368,0.9148,0.8934,0.7804,0.9799,9.7468,11.9148,10.4423,13.3873,5.4108,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed1/result.json
sw__unet++__densenet169__cw3_3_1__80_20__seed2,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,80,20,2,False,val_loss,10,50,True,0.1582,0.912,0.8587,0.7751,0.956,0.8414,0.778,0.6599,0.9166,0.9119,0.905,0.7582,0.9664,0.9136,0.827,0.8205,0.9471,13.1253,15.3121,16.2845,14.3397,8.7516,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed2/result.json
sw__unet++__densenet169__cw3_3_1__80_20__seed3,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,80,20,3,False,val_loss,15,55,True,0.171,0.9002,0.7677,0.6752,0.9403,0.8216,0.702,0.5829,0.89,0.902,0.8338,0.6938,0.9541,0.9,0.817,0.803,0.929,15.5599,19.152,19.7587,18.5453,8.3756,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed3/result.json
sw__unet++__densenet169__cw3_3_1__80_20__seed4,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,80,20,4,False,val_loss,11,51,True,0.1678,0.9076,0.888,0.8127,0.9379,0.8335,0.8067,0.6948,0.886,0.9092,0.8811,0.8342,0.9307,0.9064,0.9005,0.7977,0.9464,6.7696,7.4553,8.6382,6.2725,5.3983,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed4/result.json
sw__unet++__densenet169__cw3_3_1__80_20__seed5,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,80,20,5,False,val_loss,14,54,True,0.2084,0.8981,0.8433,0.7589,0.9321,0.8184,0.7611,0.6412,0.8765,0.907,0.8873,0.7929,0.9194,0.8899,0.8282,0.753,0.9485,11.935,14.2228,15.1049,13.3407,7.3594,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__80_20__seed5/result.json
sw__unet++__densenet169__cw3_3_1__93_7__seed1,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,93,7,1,False,val_loss,9,49,True,0.1173,0.9157,0.8961,0.8206,0.9582,0.8471,0.8158,0.7039,0.9209,0.9194,0.9003,0.8127,0.9471,0.9122,0.8936,0.8388,0.9708,9.004,10.197,11.3154,9.0786,6.618,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed1/result.json
sw__unet++__densenet169__cw3_3_1__93_7__seed2,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,93,7,2,False,val_loss,14,54,True,0.2077,0.8896,0.7864,0.6838,0.942,0.8053,0.6918,0.5653,0.891,0.9001,0.8432,0.7727,0.9399,0.88,0.7551,0.6578,0.9463,22.1008,26.6856,29.5148,23.8564,12.9311,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed2/result.json
sw__unet++__densenet169__cw3_3_1__93_7__seed3,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,93,7,3,False,val_loss,23,63,True,0.2373,0.8616,0.6897,0.5894,0.9287,0.7623,0.608,0.4869,0.8688,0.8853,0.8952,0.7095,0.9292,0.8425,0.6405,0.6276,0.9361,34.1115,42.0138,43.7376,40.2901,18.3069,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed3/result.json
sw__unet++__densenet169__cw3_3_1__93_7__seed4,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,93,7,4,False,val_loss,14,54,True,0.1471,0.9128,0.8858,0.8039,0.9337,0.842,0.8038,0.6855,0.8774,0.9169,0.8843,0.8279,0.9171,0.9091,0.889,0.7838,0.9531,7.4804,8.4546,9.4815,7.4276,5.5321,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed4/result.json
sw__unet++__densenet169__cw3_3_1__93_7__seed5,sweep,1,unet++,densenet169,"[3.0, 3.0, 1.0]",30,93,7,5,False,val_loss,6,46,True,0.2215,0.8841,0.7742,0.6508,0.9247,0.7967,0.6905,0.5352,0.8615,0.9041,0.8277,0.7312,0.8818,0.8697,0.778,0.6518,0.9745,19.9939,25.0652,26.4136,23.7168,9.8512,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet++__densenet169__cw3_3_1__93_7__seed5/result.json
